AnO,MES,PROVINCIA_DESTINO,CONTINENTE_ORIGEN,PAIS_ORIGEN,TURISTAS,PERNOCTACIONES,ESTANCIA_MEDIA.
2019,7,A Coruna,America,Argentina,491,4075,8.3
2019,7,Albacete,America,Argentina,36,230,6.4
2019,7,Alicante/Alacant,America,Argentina,874,7254,8.3
2019,7,Almeria,America,Argentina,188,1692,9
2019,7,Araba/alava,America,Argentina,39,300,7.7
2019,7,Asturias,America,Argentina,239,1840,7.7
2019,7,Badajoz,America,Argentina,30,198,6.6
2019,7,Barcelona,America,Argentina,9639,55906,5.8
2019,7,Bizkaia,America,Argentina,175,1225,7
2019,7,Burgos,America,Argentina,54,275,5.1
2019,7,Cantabria,America,Argentina,99,713,7.2
2019,7,Castellon/Castello,America,Argentina,125,850,6.8
2019,7,Caceres,America,Argentina,35,273,7.8
2019,7,Cadiz,America,Argentina,306,2203,7.2
2019,7,Cordoba,America,Argentina,66,482,7.3
2019,7,Gipuzkoa,America,Argentina,366,2672,7.3
2019,7,Girona,America,Argentina,664,4582,6.9
2019,7,Granada,America,Argentina,293,2051,7
2019,7,Guadalajara,America,Argentina,58,348,6
2019,7,Huelva,America,Argentina,39,328,8.4
2019,7,Huesca,America,Argentina,59,354,6
2019,7,Illes Balears,America,Argentina,3866,29768,7.7
2019,7,La Rioja,America,Argentina,43,288,6.7
2019,7,Las Palmas,America,Argentina,237,1612,6.8
2019,7,Leon,America,Argentina,72,576,8
2019,7,Lleida,America,Argentina,79,537,6.8
2019,7,Lugo,America,Argentina,95,713,7.5
2019,7,Madrid,America,Argentina,12154,57124,4.7
2019,7,Murcia,America,Argentina,147,1264,8.6
2019,7,Malaga,America,Argentina,1412,11437,8.1
2019,7,Navarra,America,Argentina,153,1102,7.2
2019,7,Ourense,America,Argentina,69,600,8.7
2019,7,Pontevedra,America,Argentina,267,2243,8.4
2019,7,Salamanca,America,Argentina,90,675,7.5
2019,7,Santa Cruz de Tenerife,America,Argentina,177,1487,8.4
2019,7,Segovia,America,Argentina,70,392,5.6
2019,7,Sevilla,America,Argentina,324,2300,7.1
2019,7,Tarragona,America,Argentina,410,3198,7.8
2019,7,Toledo,America,Argentina,170,748,4.4
2019,7,Total Nacional,America,Argentina,34780,211712,6.1
2019,7,Valencia/València,America,Argentina,707,5373,7.6
2019,7,Valladolid,America,Argentina,58,406,7
2019,7,Zaragoza,America,Argentina,101,828,8.2
2019,7,avila,America,Argentina,35,235,6.7
2019,8,A Coruna,America,Argentina,607,6070,10
2019,8,Alicante/Alacant,America,Argentina,1088,12186,11.2
2019,8,Almeria,America,Argentina,203,2355,11.6
2019,8,Araba/alava,America,Argentina,49,475,9.7
2019,8,Asturias,America,Argentina,315,3024,9.6
2019,8,Badajoz,America,Argentina,45,356,7.9
2019,8,Barcelona,America,Argentina,10372,71567,6.9
2019,8,Bizkaia,America,Argentina,249,2166,8.7
2019,8,Burgos,America,Argentina,58,458,7.9
2019,8,Cantabria,America,Argentina,133,1051,7.9
2019,8,Castellon/Castello,America,Argentina,168,1478,8.8
2019,8,Cuenca,America,Argentina,39,179,4.6
2019,8,Caceres,America,Argentina,85,740,8.7
2019,8,Cadiz,America,Argentina,409,3845,9.4
2019,8,Cordoba,America,Argentina,77,578,7.5
2019,8,Gipuzkoa,America,Argentina,437,3409,7.8
2019,8,Girona,America,Argentina,727,5816,8
2019,8,Granada,America,Argentina,321,2600,8.1
2019,8,Guadalajara,America,Argentina,65,358,5.5
2019,8,Huelva,America,Argentina,80,656,8.2
2019,8,Huesca,America,Argentina,79,608,7.7
2019,8,Illes Balears,America,Argentina,4373,38482,8.8
2019,8,La Rioja,America,Argentina,60,624,10.4
2019,8,Las Palmas,America,Argentina,347,3088,8.9
2019,8,Leon,America,Argentina,98,1058,10.8
2019,8,Lleida,America,Argentina,118,1015,8.6
2019,8,Lugo,America,Argentina,114,1140,10
2019,8,Madrid,America,Argentina,12178,65761,5.4
2019,8,Murcia,America,Argentina,173,1782,10.3
2019,8,Malaga,America,Argentina,1793,16675,9.3
2019,8,Navarra,America,Argentina,133,1383,10.4
2019,8,Ourense,America,Argentina,97,1086,11.2
2019,8,Pontevedra,America,Argentina,468,5148,11
2019,8,Salamanca,America,Argentina,97,669,6.9
2019,8,Santa Cruz de Tenerife,America,Argentina,200,2040,10.2
2019,8,Segovia,America,Argentina,70,441,6.3
2019,8,Sevilla,America,Argentina,335,2546,7.6
2019,8,Tarragona,America,Argentina,415,3818,9.2
2019,8,Toledo,America,Argentina,206,989,4.8
2019,8,Total Nacional,America,Argentina,38089,277874,7.3
2019,8,Valencia/València,America,Argentina,835,7098,8.5
2019,8,Valladolid,America,Argentina,55,451,8.2
2019,8,Zamora,America,Argentina,32,253,7.9
2019,8,Zaragoza,America,Argentina,112,1008,9
2019,8,avila,America,Argentina,40,320,8
2019,9,A Coruna,America,Argentina,555,4773,8.6
2019,9,Albacete,America,Argentina,38,289,7.6
2019,9,Alicante/Alacant,America,Argentina,648,6286,9.7
2019,9,Almeria,America,Argentina,144,1670,11.6
2019,9,Araba/alava,America,Argentina,44,440,10
2019,9,Asturias,America,Argentina,238,2166,9.1
2019,9,Badajoz,America,Argentina,48,408,8.5
2019,9,Barcelona,America,Argentina,9325,68073,7.3
2019,9,Bizkaia,America,Argentina,242,1863,7.7
2019,9,Burgos,America,Argentina,64,467,7.3
2019,9,Cantabria,America,Argentina,157,1429,9.1
2019,9,Castellon/Castello,America,Argentina,122,1025,8.4
2019,9,Ciudad Real,America,Argentina,32,240,7.5
2019,9,Caceres,America,Argentina,42,357,8.5
2019,9,Cadiz,America,Argentina,397,3573,9
2019,9,Cordoba,America,Argentina,121,762,6.3
2019,9,Gipuzkoa,America,Argentina,395,3121,7.9
2019,9,Girona,America,Argentina,524,3982,7.6
2019,9,Granada,America,Argentina,391,2893,7.4
2019,9,Guadalajara,America,Argentina,94,432,4.6
2019,9,Huelva,America,Argentina,66,680,10.3
2019,9,Huesca,America,Argentina,48,389,8.1
2019,9,Illes Balears,America,Argentina,3030,26664,8.8
2019,9,La Rioja,America,Argentina,65,553,8.5
2019,9,Las Palmas,America,Argentina,283,2123,7.5
2019,9,Leon,America,Argentina,82,787,9.6
2019,9,Lleida,America,Argentina,83,623,7.5
2019,9,Lugo,America,Argentina,119,1047,8.8
2019,9,Madrid,America,Argentina,12806,67872,5.3
2019,9,Murcia,America,Argentina,104,926,8.9
2019,9,Malaga,America,Argentina,1586,14591,9.2
2019,9,Navarra,America,Argentina,138,1049,7.6
2019,9,Ourense,America,Argentina,68,660,9.7
2019,9,Pontevedra,America,Argentina,303,3182,10.5
2019,9,Salamanca,America,Argentina,100,720,7.2
2019,9,Santa Cruz de Tenerife,America,Argentina,393,3576,9.1
2019,9,Segovia,America,Argentina,69,283,4.1
2019,9,Sevilla,America,Argentina,538,3927,7.3
2019,9,Tarragona,America,Argentina,352,2816,8
2019,9,Toledo,America,Argentina,196,921,4.7
2019,9,Total Nacional,America,Argentina,34971,245517,7
2019,9,Valencia/València,America,Argentina,603,5548,9.2
2019,9,Valladolid,America,Argentina,54,421,7.8
2019,9,Zaragoza,America,Argentina,105,788,7.5
2019,10,A Coruna,America,Argentina,332,3187,9.6
2019,10,Alicante/Alacant,America,Argentina,530,5353,10.1
2019,10,Almeria,America,Argentina,119,1416,11.9
2019,10,Araba/alava,America,Argentina,31,295,9.5
2019,10,Asturias,America,Argentina,200,1800,9
2019,10,Badajoz,America,Argentina,54,535,9.9
2019,10,Barcelona,America,Argentina,7978,54250,6.8
2019,10,Bizkaia,America,Argentina,226,1605,7.1
2019,10,Burgos,America,Argentina,47,362,7.7
2019,10,Cantabria,America,Argentina,98,1049,10.7
2019,10,Castellon/Castello,America,Argentina,123,1156,9.4
2019,10,Cuenca,America,Argentina,38,285,7.5
2019,10,Caceres,America,Argentina,37,244,6.6
2019,10,Cadiz,America,Argentina,351,3440,9.8
2019,10,Cordoba,America,Argentina,106,922,8.7
2019,10,Gipuzkoa,America,Argentina,316,2844,9
2019,10,Girona,America,Argentina,310,2697,8.7
2019,10,Granada,America,Argentina,366,2965,8.1
2019,10,Guadalajara,America,Argentina,48,307,6.4
2019,10,Huelva,America,Argentina,75,848,11.3
2019,10,Huesca,America,Argentina,33,307,9.3
2019,10,Illes Balears,America,Argentina,1420,13632,9.6
2019,10,La Rioja,America,Argentina,70,644,9.2
2019,10,Las Palmas,America,Argentina,240,2112,8.8
2019,10,Leon,America,Argentina,53,514,9.7
2019,10,Lleida,America,Argentina,74,466,6.3
2019,10,Lugo,America,Argentina,62,459,7.4
2019,10,Madrid,America,Argentina,12471,76073,6.1
2019,10,Murcia,America,Argentina,104,1071,10.3
2019,10,Malaga,America,Argentina,1272,12974,10.2
2019,10,Navarra,America,Argentina,105,924,8.8
2019,10,Ourense,America,Argentina,54,680,12.6
2019,10,Pontevedra,America,Argentina,357,3749,10.5
2019,10,Salamanca,America,Argentina,103,814,7.9
2019,10,Santa Cruz de Tenerife,America,Argentina,233,2400,10.3
2019,10,Segovia,America,Argentina,35,238,6.8
2019,10,Sevilla,America,Argentina,505,4596,9.1
2019,10,Tarragona,America,Argentina,266,2341,8.8
2019,10,Toledo,America,Argentina,160,816,5.1
2019,10,Total Nacional,America,Argentina,29873,218077,7.3
2019,10,Valencia/València,America,Argentina,557,5124,9.2
2019,10,Valladolid,America,Argentina,38,243,6.4
2019,10,Zaragoza,America,Argentina,112,1064,9.5
2019,11,A Coruna,America,Argentina,151,1721,11.4
2019,11,Alicante/Alacant,America,Argentina,357,3749,10.5
2019,11,Almeria,America,Argentina,87,974,11.2
2019,11,Asturias,America,Argentina,93,1014,10.9
2019,11,Barcelona,America,Argentina,5292,37044,7
2019,11,Bizkaia,America,Argentina,102,1122,11
2019,11,Cantabria,America,Argentina,34,384,11.3
2019,11,Castellon/Castello,America,Argentina,70,455,6.5
2019,11,Cadiz,America,Argentina,205,1722,8.4
2019,11,Cordoba,America,Argentina,43,447,10.4
2019,11,Gipuzkoa,America,Argentina,107,1102,10.3
2019,11,Girona,America,Argentina,194,1765,9.1
2019,11,Granada,America,Argentina,196,1686,8.6
2019,11,Guadalajara,America,Argentina,45,315,7
2019,11,Illes Balears,America,Argentina,518,5853,11.3
2019,11,La Rioja,America,Argentina,33,314,9.5
2019,11,Las Palmas,America,Argentina,201,2030,10.1
2019,11,Leon,America,Argentina,38,300,7.9
2019,11,Lleida,America,Argentina,56,448,8
2019,11,Lugo,America,Argentina,32,339,10.6
2019,11,Madrid,America,Argentina,7816,46896,6
2019,11,Murcia,America,Argentina,80,880,11
2019,11,Malaga,America,Argentina,749,7865,10.5
2019,11,Navarra,America,Argentina,54,464,8.6
2019,11,Pontevedra,America,Argentina,130,1690,13
2019,11,Salamanca,America,Argentina,49,417,8.5
2019,11,Santa Cruz de Tenerife,America,Argentina,118,1180,10
2019,11,Sevilla,America,Argentina,312,3214,10.3
2019,11,Tarragona,America,Argentina,176,1742,9.9
2019,11,Toledo,America,Argentina,102,632,6.2
2019,11,Total Nacional,America,Argentina,18275,135324,7.4
2019,11,Valencia/València,America,Argentina,388,3880,10
2019,11,Valladolid,America,Argentina,33,432,13.1
2019,11,Zaragoza,America,Argentina,91,810,8.9
2019,12,A Coruna,America,Argentina,129,1355,10.5
2019,12,Alicante/Alacant,America,Argentina,313,3287,10.5
2019,12,Almeria,America,Argentina,75,833,11.1
2019,12,Asturias,America,Argentina,86,783,9.1
2019,12,Barcelona,America,Argentina,4195,28107,6.7
2019,12,Bizkaia,America,Argentina,71,675,9.5
2019,12,Cantabria,America,Argentina,34,337,9.9
2019,12,Castellon/Castello,America,Argentina,58,539,9.3
2019,12,Cadiz,America,Argentina,96,778,8.1
2019,12,Cordoba,America,Argentina,40,308,7.7
2019,12,Gipuzkoa,America,Argentina,93,660,7.1
2019,12,Girona,America,Argentina,107,1049,9.8
2019,12,Granada,America,Argentina,125,1113,8.9
2019,12,Guadalajara,America,Argentina,36,270,7.5
2019,12,Illes Balears,America,Argentina,348,3550,10.2
2019,12,La Rioja,America,Argentina,34,221,6.5
2019,12,Las Palmas,America,Argentina,187,1646,8.8
2019,12,Lleida,America,Argentina,75,653,8.7
2019,12,Madrid,America,Argentina,6206,28548,4.6
2019,12,Murcia,America,Argentina,75,878,11.7
2019,12,Malaga,America,Argentina,575,5693,9.9
2019,12,Navarra,America,Argentina,33,330,10
2019,12,Pontevedra,America,Argentina,101,869,8.6
2019,12,Santa Cruz de Tenerife,America,Argentina,138,1449,10.5
2019,12,Segovia,America,Argentina,34,139,4.1
2019,12,Sevilla,America,Argentina,167,1453,8.7
2019,12,Tarragona,America,Argentina,144,1267,8.8
2019,12,Toledo,America,Argentina,80,432,5.4
2019,12,Total Nacional,America,Argentina,14458,94717,6.6
2019,12,Valencia/València,America,Argentina,378,3704,9.8
2019,12,Zaragoza,America,Argentina,69,794,11.5
2020,1,A Coruna,America,Argentina,165,1716,10.4
2020,1,Alicante/Alacant,America,Argentina,294,3528,12
2020,1,Almeria,America,Argentina,89,1113,12.5
2020,1,Araba/alava,America,Argentina,31,394,12.7
2020,1,Asturias,America,Argentina,95,1055,11.1
2020,1,Badajoz,America,Argentina,30,333,11.1
2020,1,Barcelona,America,Argentina,5630,36595,6.5
2020,1,Bizkaia,America,Argentina,106,1155,10.9
2020,1,Burgos,America,Argentina,34,337,9.9
2020,1,Cantabria,America,Argentina,44,471,10.7
2020,1,Castellon/Castello,America,Argentina,54,605,11.2
2020,1,Cadiz,America,Argentina,114,1163,10.2
2020,1,Cordoba,America,Argentina,89,694,7.8
2020,1,Gipuzkoa,America,Argentina,114,1049,9.2
2020,1,Girona,America,Argentina,181,1738,9.6
2020,1,Granada,America,Argentina,244,2367,9.7
2020,1,Huesca,America,Argentina,32,320,10
2020,1,Illes Balears,America,Argentina,465,5813,12.5
2020,1,Las Palmas,America,Argentina,268,2626,9.8
2020,1,Leon,America,Argentina,35,375,10.7
2020,1,Lleida,America,Argentina,105,1061,10.1
2020,1,Madrid,America,Argentina,9165,48575,5.3
2020,1,Murcia,America,Argentina,80,904,11.3
2020,1,Malaga,America,Argentina,818,9980,12.2
2020,1,Navarra,America,Argentina,46,488,10.6
2020,1,Pontevedra,America,Argentina,139,1890,13.6
2020,1,Salamanca,America,Argentina,49,461,9.4
2020,1,Santa Cruz de Tenerife,America,Argentina,129,1638,12.7
2020,1,Sevilla,America,Argentina,404,4040,10
2020,1,Tarragona,America,Argentina,181,1882,10.4
2020,1,Toledo,America,Argentina,112,930,8.3
2020,1,Total Nacional,America,Argentina,20289,145720,7.2
2020,1,Valencia/València,America,Argentina,498,6076,12.2
2020,1,Valladolid,America,Argentina,36,385,10.7
2020,1,Zaragoza,America,Argentina,80,832,10.4
2020,2,A Coruna,America,Argentina,139,1612,11.6
2020,2,Alicante/Alacant,America,Argentina,304,3253,10.7
2020,2,Almeria,America,Argentina,106,1208,11.4
2020,2,Asturias,America,Argentina,104,1258,12.1
2020,2,Barcelona,America,Argentina,5972,41804,7
2020,2,Bizkaia,America,Argentina,89,854,9.6
2020,2,Cantabria,America,Argentina,50,515,10.3
2020,2,Castellon/Castello,America,Argentina,54,637,11.8
2020,2,Cadiz,America,Argentina,109,894,8.2
2020,2,Cordoba,America,Argentina,83,614,7.4
2020,2,Gipuzkoa,America,Argentina,114,1243,10.9
2020,2,Girona,America,Argentina,169,1724,10.2
2020,2,Granada,America,Argentina,249,2042,8.2
2020,2,Guadalajara,America,Argentina,32,339,10.6
2020,2,Illes Balears,America,Argentina,445,4940,11.1
2020,2,La Rioja,America,Argentina,30,282,9.4
2020,2,Las Palmas,America,Argentina,205,2091,10.2
2020,2,Lleida,America,Argentina,118,1239,10.5
2020,2,Madrid,America,Argentina,10109,51556,5.1
2020,2,Murcia,America,Argentina,99,980,9.9
2020,2,Malaga,America,Argentina,659,7249,11
2020,2,Navarra,America,Argentina,53,615,11.6
2020,2,Pontevedra,America,Argentina,101,970,9.6
2020,2,Salamanca,America,Argentina,76,889,11.7
2020,2,Santa Cruz de Tenerife,America,Argentina,138,1490,10.8
2020,2,Sevilla,America,Argentina,356,3631,10.2
2020,2,Tarragona,America,Argentina,191,1872,9.8
2020,2,Toledo,America,Argentina,108,583,5.4
2020,2,Total Nacional,America,Argentina,21150,145955,6.9
2020,2,Valencia/València,America,Argentina,417,4587,11
2020,2,Valladolid,America,Argentina,35,382,10.9
2020,2,Zaragoza,America,Argentina,92,1104,12
2020,3,A Coruna,America,Argentina,128,1229,9.6
2020,3,Alicante/Alacant,America,Argentina,291,3376,11.6
2020,3,Almeria,America,Argentina,51,683,13.4
2020,3,Asturias,America,Argentina,68,578,8.5
2020,3,Barcelona,America,Argentina,3881,30660,7.9
2020,3,Bizkaia,America,Argentina,77,624,8.1
2020,3,Cantabria,America,Argentina,31,322,10.4
2020,3,Castellon/Castello,America,Argentina,47,512,10.9
2020,3,Cadiz,America,Argentina,86,722,8.4
2020,3,Cordoba,America,Argentina,40,448,11.2
2020,3,Gipuzkoa,America,Argentina,92,911,9.9
2020,3,Girona,America,Argentina,125,1325,10.6
2020,3,Granada,America,Argentina,142,1179,8.3
2020,3,Illes Balears,America,Argentina,399,4229,10.6
2020,3,La Rioja,America,Argentina,31,245,7.9
2020,3,Las Palmas,America,Argentina,192,1786,9.3
2020,3,Lleida,America,Argentina,75,668,8.9
2020,3,Madrid,America,Argentina,5928,38532,6.5
2020,3,Murcia,America,Argentina,89,979,11
2020,3,Malaga,America,Argentina,586,6856,11.7
2020,3,Navarra,America,Argentina,38,388,10.2
2020,3,Pontevedra,America,Argentina,74,910,12.3
2020,3,Salamanca,America,Argentina,37,326,8.8
2020,3,Santa Cruz de Tenerife,America,Argentina,209,1902,9.1
2020,3,Sevilla,America,Argentina,227,2225,9.8
2020,3,Tarragona,America,Argentina,132,1254,9.5
2020,3,Toledo,America,Argentina,50,295,5.9
2020,3,Total Nacional,America,Argentina,13961,110791,7.9
2020,3,Valencia/València,America,Argentina,457,4433,9.7
2020,3,Zaragoza,America,Argentina,53,546,10.3
2020,4,A Coruna,America,Argentina,41,521,12.7
2020,4,Alicante/Alacant,America,Argentina,137,1713,12.5
2020,4,Almeria,America,Argentina,48,518,10.8
2020,4,Asturias,America,Argentina,40,540,13.5
2020,4,Barcelona,America,Argentina,815,9943,12.2
2020,4,Cadiz,America,Argentina,38,270,7.1
2020,4,Girona,America,Argentina,40,484,12.1
2020,4,Granada,America,Argentina,47,475,10.1
2020,4,Illes Balears,America,Argentina,245,2989,12.2
2020,4,Las Palmas,America,Argentina,183,1190,6.5
2020,4,Madrid,America,Argentina,601,7152,11.9
2020,4,Murcia,America,Argentina,41,422,10.3
2020,4,Malaga,America,Argentina,278,3308,11.9
2020,4,Pontevedra,America,Argentina,32,458,14.3
2020,4,Santa Cruz de Tenerife,America,Argentina,56,650,11.6
2020,4,Sevilla,America,Argentina,30,405,13.5
2020,4,Tarragona,America,Argentina,94,1109,11.8
2020,4,Total Nacional,America,Argentina,3206,37122,11.6
2020,4,Valencia/València,America,Argentina,169,1927,11.4
2020,5,A Coruna,America,Argentina,50,610,12.2
2020,5,Alicante/Alacant,America,Argentina,146,2029,13.9
2020,5,Almeria,America,Argentina,46,598,13
2020,5,Asturias,America,Argentina,41,529,12.9
2020,5,Barcelona,America,Argentina,866,11691,13.5
2020,5,Bizkaia,America,Argentina,33,274,8.3
2020,5,Cadiz,America,Argentina,62,384,6.2
2020,5,Girona,America,Argentina,62,868,14
2020,5,Granada,America,Argentina,36,410,11.4
2020,5,Illes Balears,America,Argentina,216,2614,12.1
2020,5,Las Palmas,America,Argentina,154,1417,9.2
2020,5,Lleida,America,Argentina,48,0,.
2020,5,Madrid,America,Argentina,565,7289,12.9
2020,5,Murcia,America,Argentina,34,320,9.4
2020,5,Malaga,America,Argentina,256,3942,15.4
2020,5,Pontevedra,America,Argentina,33,383,11.6
2020,5,Santa Cruz de Tenerife,America,Argentina,48,514,10.7
2020,5,Sevilla,America,Argentina,34,578,17
2020,5,Tarragona,America,Argentina,86,1109,12.9
2020,5,Total Nacional,America,Argentina,3260,41885,12.8
2020,5,Valencia/València,America,Argentina,178,2563,14.4
2020,5,Zaragoza,America,Argentina,30,273,9.1
2020,6,A Coruna,America,Argentina,36,328,9.1
2020,6,Alicante/Alacant,America,Argentina,113,1220,10.8
2020,6,Almeria,America,Argentina,43,400,9.3
2020,6,Asturias,America,Argentina,38,532,14
2020,6,Barcelona,America,Argentina,759,7818,10.3
2020,6,Cadiz,America,Argentina,56,308,5.5
2020,6,Girona,America,Argentina,58,650,11.2
2020,6,Granada,America,Argentina,38,380,10
2020,6,Illes Balears,America,Argentina,186,2195,11.8
2020,6,Las Palmas,America,Argentina,94,602,6.4
2020,6,Madrid,America,Argentina,444,4618,10.4
2020,6,Murcia,America,Argentina,33,366,11.1
2020,6,Malaga,America,Argentina,210,2583,12.3
2020,6,Santa Cruz de Tenerife,America,Argentina,41,336,8.2
2020,6,Tarragona,America,Argentina,64,614,9.6
2020,6,Total Nacional,America,Argentina,2711,28198,10.4
2020,6,Valencia/València,America,Argentina,164,1968,12
2020,7,Alicante/Alacant,America,Argentina,103,1236,12
2020,7,Almeria,America,Argentina,30,345,11.5
2020,7,Barcelona,America,Argentina,737,9286,12.6
2020,7,Cadiz,America,Argentina,32,259,8.1
2020,7,Girona,America,Argentina,60,630,10.5
2020,7,Illes Balears,America,Argentina,193,2181,11.3
2020,7,Las Palmas,America,Argentina,64,582,9.1
2020,7,Madrid,America,Argentina,563,6193,11
2020,7,Malaga,America,Argentina,193,2297,11.9
2020,7,Pontevedra,America,Argentina,46,455,9.9
2020,7,Santa Cruz de Tenerife,America,Argentina,66,733,11.1
2020,7,Tarragona,America,Argentina,44,502,11.4
2020,7,Total Nacional,America,Argentina,2736,31370,11.5
2020,7,Valencia/València,America,Argentina,162,1798,11.1
2020,8,Alicante/Alacant,America,Argentina,111,1476,13.3
2020,8,Barcelona,America,Argentina,609,7673,12.6
2020,8,Castellon/Castello,America,Argentina,31,384,12.4
2020,8,Cadiz,America,Argentina,44,585,13.3
2020,8,Gipuzkoa,America,Argentina,31,474,15.3
2020,8,Girona,America,Argentina,62,843,13.6
2020,8,Illes Balears,America,Argentina,250,3250,13
2020,8,Las Palmas,America,Argentina,44,400,9.1
2020,8,Madrid,America,Argentina,653,7118,10.9
2020,8,Malaga,America,Argentina,228,3124,13.7
2020,8,Pontevedra,America,Argentina,41,439,10.7
2020,8,Santa Cruz de Tenerife,America,Argentina,55,644,11.7
2020,8,Tarragona,America,Argentina,46,658,14.3
2020,8,Total Nacional,America,Argentina,2735,33564,12.3
2020,8,Valencia/València,America,Argentina,146,1825,12.5
2020,9,A Coruna,America,Argentina,35,406,11.6
2020,9,Alicante/Alacant,America,Argentina,118,1357,11.5
2020,9,Almeria,America,Argentina,30,213,7.1
2020,9,Barcelona,America,Argentina,791,7831,9.9
2020,9,Cadiz,America,Argentina,43,417,9.7
2020,9,Gipuzkoa,America,Argentina,41,414,10.1
2020,9,Girona,America,Argentina,61,659,10.8
2020,9,Granada,America,Argentina,30,369,12.3
2020,9,Illes Balears,America,Argentina,240,2664,11.1
2020,9,Las Palmas,America,Argentina,48,514,10.7
2020,9,Madrid,America,Argentina,884,6895,7.8
2020,9,Malaga,America,Argentina,199,2209,11.1
2020,9,Pontevedra,America,Argentina,46,483,10.5
2020,9,Santa Cruz de Tenerife,America,Argentina,41,381,9.3
2020,9,Tarragona,America,Argentina,47,625,13.3
2020,9,Total Nacional,America,Argentina,3175,30982,9.8
2020,9,Valencia/València,America,Argentina,172,1944,11.3
2020,10,A Coruna,America,Argentina,40,612,15.3
2020,10,Alicante/Alacant,America,Argentina,118,1593,13.5
2020,10,Almeria,America,Argentina,37,433,11.7
2020,10,Barcelona,America,Argentina,819,9828,12
2020,10,Cadiz,America,Argentina,33,333,10.1
2020,10,Gipuzkoa,America,Argentina,32,422,13.2
2020,10,Girona,America,Argentina,60,726,12.1
2020,10,Granada,America,Argentina,38,353,9.3
2020,10,Illes Balears,America,Argentina,162,2414,14.9
2020,10,Las Palmas,America,Argentina,63,548,8.7
2020,10,Madrid,America,Argentina,990,10296,10.4
2020,10,Murcia,America,Argentina,31,400,12.9
