AnO,MES,PROVINCIA_DESTINO,CONTINENTE_ORIGEN,PAIS_ORIGEN,TURISTAS,PERNOCTACIONES,ESTANCIA_MEDIA.
2020,10,Malaga,America,Argentina,243,3645,15
2020,10,Pontevedra,America,Argentina,47,663,14.1
2020,10,Santa Cruz de Tenerife,America,Argentina,40,524,13.1
2020,10,Sevilla,America,Argentina,35,504,14.4
2020,10,Tarragona,America,Argentina,49,701,14.3
2020,10,Total Nacional,America,Argentina,3261,38959,11.9
2020,10,Valencia/València,America,Argentina,171,2257,13.2
2020,11,A Coruna,America,Argentina,33,356,10.8
2020,11,Alicante/Alacant,America,Argentina,103,999,9.7
2020,11,Barcelona,America,Argentina,679,6111,9
2020,11,Gipuzkoa,America,Argentina,30,282,9.4
2020,11,Girona,America,Argentina,40,376,9.4
2020,11,Granada,America,Argentina,30,255,8.5
2020,11,Illes Balears,America,Argentina,143,1416,9.9
2020,11,Las Palmas,America,Argentina,52,286,5.5
2020,11,Madrid,America,Argentina,1037,6948,6.7
2020,11,Malaga,America,Argentina,214,2097,9.8
2020,11,Pontevedra,America,Argentina,34,292,8.6
2020,11,Santa Cruz de Tenerife,America,Argentina,37,285,7.7
2020,11,Sevilla,America,Argentina,34,343,10.1
2020,11,Tarragona,America,Argentina,41,435,10.6
2020,11,Total Nacional,America,Argentina,2925,24704,8.4
2020,11,Valencia/València,America,Argentina,119,1190,10
2020,12,A Coruna,America,Argentina,41,533,13
2020,12,Alicante/Alacant,America,Argentina,108,1458,13.5
2020,12,Almeria,America,Argentina,31,341,11
2020,12,Barcelona,America,Argentina,733,7843,10.7
2020,12,Cadiz,America,Argentina,40,364,9.1
2020,12,Gipuzkoa,America,Argentina,32,381,11.9
2020,12,Girona,America,Argentina,40,532,13.3
2020,12,Granada,America,Argentina,39,386,9.9
2020,12,Illes Balears,America,Argentina,140,1834,13.1
2020,12,Las Palmas,America,Argentina,57,656,11.5
2020,12,Madrid,America,Argentina,1042,8649,8.3
2020,12,Murcia,America,Argentina,32,298,9.3
2020,12,Malaga,America,Argentina,209,2759,13.2
2020,12,Pontevedra,America,Argentina,53,652,12.3
2020,12,Santa Cruz de Tenerife,America,Argentina,43,546,12.7
2020,12,Sevilla,America,Argentina,34,483,14.2
2020,12,Tarragona,America,Argentina,44,431,9.8
2020,12,Total Nacional,America,Argentina,3156,33087,10.5
2020,12,Valencia/València,America,Argentina,132,1439,10.9
2020,12,Zaragoza,America,Argentina,30,405,13.5
2021,1,A Coruna,America,Argentina,35,319,9.1
2021,1,Alicante/Alacant,America,Argentina,94,808,8.6
2021,1,Barcelona,America,Argentina,841,6223,7.4
2021,1,Cadiz,America,Argentina,37,296,8
2021,1,Girona,America,Argentina,35,287,8.2
2021,1,Granada,America,Argentina,36,248,6.9
2021,1,Illes Balears,America,Argentina,149,1341,9
2021,1,Las Palmas,America,Argentina,46,350,7.6
2021,1,Madrid,America,Argentina,1101,5945,5.4
2021,1,Malaga,America,Argentina,240,2016,8.4
2021,1,Pontevedra,America,Argentina,39,394,10.1
2021,1,Santa Cruz de Tenerife,America,Argentina,36,349,9.7
2021,1,Sevilla,America,Argentina,33,241,7.3
2021,1,Tarragona,America,Argentina,63,592,9.4
2021,1,Total Nacional,America,Argentina,3275,23229,7.1
2021,1,Valencia/València,America,Argentina,142,1150,8.1
2021,2,A Coruna,America,Argentina,41,496,12.1
2021,2,Alicante/Alacant,America,Argentina,95,922,9.7
2021,2,Barcelona,America,Argentina,797,6137,7.7
2021,2,Illes Balears,America,Argentina,104,832,8
2021,2,Las Palmas,America,Argentina,61,390,6.4
2021,2,Madrid,America,Argentina,1253,6265,5
2021,2,Malaga,America,Argentina,215,2107,9.8
2021,2,Santa Cruz de Tenerife,America,Argentina,43,348,8.1
2021,2,Tarragona,America,Argentina,33,314,9.5
2021,2,Total Nacional,America,Argentina,3206,22803,7.1
2021,2,Valencia/València,America,Argentina,121,1258,10.4
2021,3,A Coruna,America,Argentina,40,372,9.3
2021,3,Alicante/Alacant,America,Argentina,132,1201,9.1
2021,3,Asturias,America,Argentina,32,269,8.4
2021,3,Barcelona,America,Argentina,980,8036,8.2
2021,3,Gipuzkoa,America,Argentina,33,162,4.9
2021,3,Girona,America,Argentina,35,396,11.3
2021,3,Granada,America,Argentina,38,285,7.5
2021,3,Illes Balears,America,Argentina,141,1142,8.1
2021,3,Las Palmas,America,Argentina,60,342,5.7
2021,3,Madrid,America,Argentina,1523,9595,6.3
2021,3,Malaga,America,Argentina,337,3471,10.3
2021,3,Santa Cruz de Tenerife,America,Argentina,39,316,8.1
2021,3,Sevilla,America,Argentina,30,273,9.1
2021,3,Tarragona,America,Argentina,60,612,10.2
2021,3,Total Nacional,America,Argentina,4048,31170,7.7
2021,3,Valencia/València,America,Argentina,177,1593,9
2021,4,A Coruna,America,Argentina,30,279,9.3
2021,4,Alicante/Alacant,America,Argentina,142,1349,9.5
2021,4,Almeria,America,Argentina,32,262,8.2
2021,4,Asturias,America,Argentina,45,446,9.9
2021,4,Barcelona,America,Argentina,1010,7474,7.4
2021,4,Bizkaia,America,Argentina,39,335,8.6
2021,4,Cadiz,America,Argentina,42,231,5.5
2021,4,Gipuzkoa,America,Argentina,38,213,5.6
2021,4,Girona,America,Argentina,53,339,6.4
2021,4,Granada,America,Argentina,31,174,5.6
2021,4,Illes Balears,America,Argentina,169,1420,8.4
2021,4,Las Palmas,America,Argentina,57,405,7.1
2021,4,Madrid,America,Argentina,1028,6476,6.3
2021,4,Malaga,America,Argentina,296,2575,8.7
2021,4,Santa Cruz de Tenerife,America,Argentina,38,251,6.6
2021,4,Tarragona,America,Argentina,41,443,10.8
2021,4,Total Nacional,America,Argentina,3566,26664,7.5
2021,4,Valencia/València,America,Argentina,195,1697,8.7
2021,5,A Coruna,America,Argentina,34,282,8.3
2021,5,Alicante/Alacant,America,Argentina,171,1488,8.7
2021,5,Almeria,America,Argentina,39,257,6.6
2021,5,Barcelona,America,Argentina,1125,8663,7.7
2021,5,Castellon/Castello,America,Argentina,31,171,5.5
2021,5,Cadiz,America,Argentina,44,189,4.3
2021,5,Girona,America,Argentina,44,396,9
2021,5,Granada,America,Argentina,38,327,8.6
2021,5,Illes Balears,America,Argentina,218,1613,7.4
2021,5,Las Palmas,America,Argentina,58,476,8.2
2021,5,Madrid,America,Argentina,1338,9232,6.9
2021,5,Malaga,America,Argentina,346,3149,9.1
2021,5,Pontevedra,America,Argentina,36,317,8.8
2021,5,Santa Cruz de Tenerife,America,Argentina,34,309,9.1
2021,5,Sevilla,America,Argentina,35,336,9.6
2021,5,Tarragona,America,Argentina,71,653,9.2
2021,5,Total Nacional,America,Argentina,4224,32559,7.7
2021,5,Valencia/València,America,Argentina,203,1746,8.6
2021,5,Zaragoza,America,Argentina,31,270,8.7
2021,6,A Coruna,America,Argentina,46,391,8.5
2021,6,Alicante/Alacant,America,Argentina,242,2033,8.4
2021,6,Almeria,America,Argentina,44,387,8.8
2021,6,Asturias,America,Argentina,40,376,9.4
2021,6,Barcelona,America,Argentina,1579,12158,7.7
2021,6,Castellon/Castello,America,Argentina,38,266,7
2021,6,Cadiz,America,Argentina,50,335,6.7
2021,6,Gipuzkoa,America,Argentina,37,252,6.8
2021,6,Girona,America,Argentina,74,533,7.2
2021,6,Granada,America,Argentina,44,348,7.9
2021,6,Illes Balears,America,Argentina,424,3562,8.4
2021,6,Las Palmas,America,Argentina,67,328,4.9
2021,6,Madrid,America,Argentina,2511,14062,5.6
2021,6,Malaga,America,Argentina,532,4788,9
2021,6,Pontevedra,America,Argentina,48,432,9
2021,6,Santa Cruz de Tenerife,America,Argentina,52,473,9.1
2021,6,Sevilla,America,Argentina,41,250,6.1
2021,6,Tarragona,America,Argentina,77,593,7.7
2021,6,Total Nacional,America,Argentina,6536,46142,7.1
2021,6,Valencia/València,America,Argentina,256,2125,8.3
2021,7,A Coruna,America,Argentina,47,423,9
2021,7,Alicante/Alacant,America,Argentina,339,2915,8.6
2021,7,Almeria,America,Argentina,49,441,9
2021,7,Asturias,America,Argentina,59,460,7.8
2021,7,Barcelona,America,Argentina,1952,16006,8.2
2021,7,Bizkaia,America,Argentina,36,263,7.3
2021,7,Castellon/Castello,America,Argentina,35,287,8.2
2021,7,Cadiz,America,Argentina,76,540,7.1
2021,7,Gipuzkoa,America,Argentina,67,449,6.7
2021,7,Girona,America,Argentina,125,950,7.6
2021,7,Granada,America,Argentina,60,390,6.5
2021,7,Illes Balears,America,Argentina,811,6731,8.3
2021,7,Las Palmas,America,Argentina,106,668,6.3
2021,7,Madrid,America,Argentina,3006,18337,6.1
2021,7,Murcia,America,Argentina,44,418,9.5
2021,7,Malaga,America,Argentina,657,5913,9
2021,7,Pontevedra,America,Argentina,55,479,8.7
2021,7,Santa Cruz de Tenerife,America,Argentina,83,639,7.7
2021,7,Sevilla,America,Argentina,66,528,8
2021,7,Tarragona,America,Argentina,99,861,8.7
2021,7,Total Nacional,America,Argentina,8535,64155,7.5
2021,7,Valencia/València,America,Argentina,394,3349,8.5
2021,8,A Coruna,America,Argentina,71,880,12.4
2021,8,Alicante/Alacant,America,Argentina,432,4795,11.1
2021,8,Almeria,America,Argentina,70,749,10.7
2021,8,Asturias,America,Argentina,92,994,10.8
2021,8,Barcelona,America,Argentina,2081,24972,12
2021,8,Bizkaia,America,Argentina,35,357,10.2
2021,8,Cantabria,America,Argentina,31,288,9.3
2021,8,Castellon/Castello,America,Argentina,47,475,10.1
2021,8,Cadiz,America,Argentina,148,1495,10.1
2021,8,Gipuzkoa,America,Argentina,60,636,10.6
2021,8,Girona,America,Argentina,162,1733,10.7
2021,8,Granada,America,Argentina,75,615,8.2
2021,8,Illes Balears,America,Argentina,999,12288,12.3
2021,8,Las Palmas,America,Argentina,114,718,6.3
2021,8,Lleida,America,Argentina,35,315,9
2021,8,Madrid,America,Argentina,3340,22378,6.7
2021,8,Murcia,America,Argentina,36,317,8.8
2021,8,Malaga,America,Argentina,737,8844,12
2021,8,Navarra,America,Argentina,35,473,13.5
2021,8,Pontevedra,America,Argentina,86,894,10.4
2021,8,Santa Cruz de Tenerife,America,Argentina,88,1082,12.3
2021,8,Sevilla,America,Argentina,64,678,10.6
2021,8,Tarragona,America,Argentina,159,1558,9.8
2021,8,Total Nacional,America,Argentina,9812,95489,9.7
2021,8,Valencia/València,America,Argentina,426,4643,10.9
2021,8,Zaragoza,America,Argentina,60,588,9.8
2021,9,A Coruna,America,Argentina,99,1040,10.5
2021,9,Alicante/Alacant,America,Argentina,424,4834,11.4
2021,9,Almeria,America,Argentina,73,745,10.2
2021,9,Asturias,America,Argentina,80,848,10.6
2021,9,Barcelona,America,Argentina,2478,23045,9.3
2021,9,Bizkaia,America,Argentina,50,405,8.1
2021,9,Cantabria,America,Argentina,43,323,7.5
2021,9,Castellon/Castello,America,Argentina,64,589,9.2
2021,9,Cadiz,America,Argentina,108,1102,10.2
2021,9,Gipuzkoa,America,Argentina,82,631,7.7
2021,9,Girona,America,Argentina,157,1586,10.1
2021,9,Granada,America,Argentina,83,855,10.3
2021,9,Illes Balears,America,Argentina,848,8989,10.6
2021,9,Las Palmas,America,Argentina,82,730,8.9
2021,9,Madrid,America,Argentina,3634,23258,6.4
2021,9,Murcia,America,Argentina,44,387,8.8
2021,9,Malaga,America,Argentina,750,8250,11
2021,9,Navarra,America,Argentina,36,439,12.2
2021,9,Pontevedra,America,Argentina,73,737,10.1
2021,9,Santa Cruz de Tenerife,America,Argentina,55,490,8.9
2021,9,Sevilla,America,Argentina,92,773,8.4
2021,9,Tarragona,America,Argentina,130,1430,11
2021,9,Toledo,America,Argentina,43,335,7.8
2021,9,Total Nacional,America,Argentina,10423,90819,8.7
2021,9,Valencia/València,America,Argentina,487,5357,11
2021,9,Zaragoza,America,Argentina,50,400,8
2021,10,A Coruna,America,Argentina,97,931,9.6
2021,10,Alicante/Alacant,America,Argentina,444,4484,10.1
2021,10,Almeria,America,Argentina,68,619,9.1
2021,10,Asturias,America,Argentina,87,940,10.8
2021,10,Barcelona,America,Argentina,3257,30290,9.3
2021,10,Bizkaia,America,Argentina,75,683,9.1
2021,10,Cantabria,America,Argentina,31,341,11
2021,10,Castellon/Castello,America,Argentina,67,616,9.2
2021,10,Cadiz,America,Argentina,91,810,8.9
2021,10,Cordoba,America,Argentina,31,186,6
2021,10,Gipuzkoa,America,Argentina,105,861,8.2
2021,10,Girona,America,Argentina,156,1576,10.1
2021,10,Granada,America,Argentina,115,966,8.4
2021,10,Illes Balears,America,Argentina,761,8599,11.3
2021,10,Las Palmas,America,Argentina,98,823,8.4
2021,10,Lleida,America,Argentina,51,413,8.1
2021,10,Madrid,America,Argentina,5124,34331,6.7
2021,10,Murcia,America,Argentina,54,481,8.9
2021,10,Malaga,America,Argentina,883,10155,11.5
2021,10,Navarra,America,Argentina,44,436,9.9
2021,10,Pontevedra,America,Argentina,104,967,9.3
2021,10,Santa Cruz de Tenerife,America,Argentina,118,1239,10.5
2021,10,Sevilla,America,Argentina,115,1035,9
2021,10,Tarragona,America,Argentina,146,1445,9.9
2021,10,Toledo,America,Argentina,48,259,5.4
2021,10,Total Nacional,America,Argentina,13166,113992,8.7
2021,10,Valencia/València,America,Argentina,602,7104,11.8
2021,10,Valladolid,America,Argentina,35,273,7.8
2021,10,Zaragoza,America,Argentina,65,611,9.4
2021,11,A Coruna,America,Argentina,80,792,9.9
2021,11,Alicante/Alacant,America,Argentina,394,3585,9.1
2021,11,Almeria,America,Argentina,56,515,9.2
2021,11,Asturias,America,Argentina,57,519,9.1
2021,11,Barcelona,America,Argentina,3204,24350,7.6
2021,11,Bizkaia,America,Argentina,64,467,7.3
2021,11,Cantabria,America,Argentina,36,299,8.3
2021,11,Castellon/Castello,America,Argentina,60,456,7.6
2021,11,Cadiz,America,Argentina,80,608,7.6
2021,11,Cordoba,America,Argentina,35,210,6
2021,11,Gipuzkoa,America,Argentina,71,582,8.2
2021,11,Girona,America,Argentina,119,1238,10.4
2021,11,Granada,America,Argentina,102,908,8.9
2021,11,Illes Balears,America,Argentina,472,4767,10.1
2021,11,Las Palmas,America,Argentina,121,956,7.9
2021,11,Lleida,America,Argentina,54,346,6.4
2021,11,Madrid,America,Argentina,6007,33639,5.6
2021,11,Murcia,America,Argentina,58,418,7.2
2021,11,Malaga,America,Argentina,827,8601,10.4
2021,11,Navarra,America,Argentina,51,541,10.6
2021,11,Pontevedra,America,Argentina,74,755,10.2
2021,11,Santa Cruz de Tenerife,America,Argentina,89,917,10.3
2021,11,Sevilla,America,Argentina,137,1178,8.6
2021,11,Tarragona,America,Argentina,156,1466,9.4
2021,11,Toledo,America,Argentina,54,297,5.5
2021,11,Total Nacional,America,Argentina,13484,98180,7.3
2021,11,Valencia/València,America,Argentina,603,6151,10.2
2021,11,Valladolid,America,Argentina,33,257,7.8
2021,11,Zaragoza,America,Argentina,66,634,9.6
2021,12,A Coruna,America,Argentina,127,1245,9.8
2021,12,Alicante/Alacant,America,Argentina,450,3915,8.7
2021,12,Almeria,America,Argentina,111,799,7.2
2021,12,Asturias,America,Argentina,95,931,9.8
2021,12,Barcelona,America,Argentina,2682,20651,7.7
2021,12,Bizkaia,America,Argentina,66,574,8.7
2021,12,Castellon/Castello,America,Argentina,52,416,8
2021,12,Cadiz,America,Argentina,54,454,8.4
2021,12,Cordoba,America,Argentina,36,407,11.3
2021,12,Gipuzkoa,America,Argentina,52,380,7.3
2021,12,Girona,America,Argentina,112,762,6.8
2021,12,Granada,America,Argentina,101,737,7.3
2021,12,Illes Balears,America,Argentina,412,3667,8.9
2021,12,Las Palmas,America,Argentina,205,1230,6
2021,12,Lleida,America,Argentina,41,275,6.7
2021,12,Madrid,America,Argentina,5733,29812,5.2
2021,12,Murcia,America,Argentina,77,716,9.3
2021,12,Malaga,America,Argentina,854,7686,9
2021,12,Navarra,America,Argentina,64,666,10.4
2021,12,Pontevedra,America,Argentina,96,835,8.7
2021,12,Santa Cruz de Tenerife,America,Argentina,87,757,8.7
2021,12,Sevilla,America,Argentina,125,1038,8.3
2021,12,Tarragona,America,Argentina,165,1485,9
2021,12,Toledo,America,Argentina,63,372,5.9
2021,12,Total Nacional,America,Argentina,12950,89690,6.9
2021,12,Valencia/València,America,Argentina,672,6182,9.2
2021,12,Valladolid,America,Argentina,30,279,9.3
2021,12,Zaragoza,America,Argentina,75,780,10.4
2022,1,A Coruna,America,Argentina,96,989,10.3
2022,1,Alicante/Alacant,America,Argentina,273,2867,10.5
2022,1,Almeria,America,Argentina,64,531,8.3
2022,1,Asturias,America,Argentina,72,677,9.4
2022,1,Barcelona,America,Argentina,1940,18818,9.7
2022,1,Bizkaia,America,Argentina,68,646,9.5
2022,1,Castellon/Castello,America,Argentina,49,510,10.4
2022,1,Cadiz,America,Argentina,68,673,9.9
2022,1,Cordoba,America,Argentina,40,384,9.6
2022,1,Gipuzkoa,America,Argentina,74,651,8.8
2022,1,Girona,America,Argentina,121,1174,9.7
2022,1,Granada,America,Argentina,133,1170,8.8
2022,1,Illes Balears,America,Argentina,298,3338,11.2
2022,1,Las Palmas,America,Argentina,141,1325,9.4
2022,1,Lleida,America,Argentina,78,554,7.1
2022,1,Madrid,America,Argentina,3735,30627,8.2
2022,1,Murcia,America,Argentina,48,442,9.2
2022,1,Malaga,America,Argentina,592,7104,12
2022,1,Navarra,America,Argentina,33,347,10.5
2022,1,Pontevedra,America,Argentina,98,1127,11.5
2022,1,Santa Cruz de Tenerife,America,Argentina,65,806,12.4
2022,1,Sevilla,America,Argentina,131,1336,10.2
2022,1,Tarragona,America,Argentina,94,940,10
2022,1,Toledo,America,Argentina,76,479,6.3
2022,1,Total Nacional,America,Argentina,9137,85417,9.3
2022,1,Valencia/València,America,Argentina,350,4165,11.9
2022,1,Zaragoza,America,Argentina,62,942,15.2
2022,2,A Coruna,America,Argentina,63,554,8.8
2022,2,Alicante/Alacant,America,Argentina,211,2194,10.4
2022,2,Almeria,America,Argentina,41,402,9.8
2022,2,Asturias,America,Argentina,46,345,7.5
2022,2,Barcelona,America,Argentina,1913,15687,8.2
2022,2,Bizkaia,America,Argentina,49,544,11.1
2022,2,Castellon/Castello,America,Argentina,48,494,10.3
2022,2,Cadiz,America,Argentina,49,451,9.2
2022,2,Gipuzkoa,America,Argentina,64,525,8.2
2022,2,Girona,America,Argentina,75,630,8.4
2022,2,Granada,America,Argentina,77,662,8.6
2022,2,Illes Balears,America,Argentina,213,1853,8.7
2022,2,Las Palmas,America,Argentina,135,1215,9
2022,2,Lleida,America,Argentina,98,1156,11.8
2022,2,Madrid,America,Argentina,4240,28832,6.8
2022,2,Murcia,America,Argentina,33,271,8.2
2022,2,Malaga,America,Argentina,542,5962,11
2022,2,Navarra,America,Argentina,32,342,10.7
2022,2,Pontevedra,America,Argentina,78,850,10.9
2022,2,Santa Cruz de Tenerife,America,Argentina,78,725,9.3
2022,2,Sevilla,America,Argentina,112,1086,9.7
2022,2,Tarragona,America,Argentina,80,792,9.9
2022,2,Toledo,America,Argentina,65,397,6.1
2022,2,Total Nacional,America,Argentina,9034,72477,8
2022,2,Valencia/València,America,Argentina,344,3578,10.4
2022,2,Zaragoza,America,Argentina,53,493,9.3
2022,3,A Coruna,America,Argentina,102,1102,10.8
2022,3,Alicante/Alacant,America,Argentina,319,2967,9.3
2022,3,Almeria,America,Argentina,51,581,11.4
2022,3,Asturias,America,Argentina,45,383,8.5
2022,3,Barcelona,America,Argentina,3171,22197,7
2022,3,Bizkaia,America,Argentina,60,504,8.4
2022,3,Cantabria,America,Argentina,38,429,11.3
2022,3,Castellon/Castello,America,Argentina,53,541,10.2
2022,3,Cadiz,America,Argentina,63,617,9.8
2022,3,Cordoba,America,Argentina,36,227,6.3
2022,3,Gipuzkoa,America,Argentina,89,650,7.3
2022,3,Girona,America,Argentina,125,988,7.9
2022,3,Granada,America,Argentina,108,918,8.5
2022,3,Illes Balears,America,Argentina,319,2648,8.3
2022,3,Las Palmas,America,Argentina,153,1301,8.5
2022,3,Lleida,America,Argentina,58,452,7.8
2022,3,Madrid,America,Argentina,5882,36468,6.2
2022,3,Murcia,America,Argentina,54,470,8.7
2022,3,Malaga,America,Argentina,699,6990,10
2022,3,Navarra,America,Argentina,31,298,9.6
2022,3,Pontevedra,America,Argentina,83,714,8.6
2022,3,Salamanca,America,Argentina,35,242,6.9
2022,3,Santa Cruz de Tenerife,America,Argentina,87,974,11.2
2022,3,Sevilla,America,Argentina,179,1701,9.5
2022,3,Tarragona,America,Argentina,90,765,8.5
2022,3,Toledo,America,Argentina,60,372,6.2
2022,3,Total Nacional,America,Argentina,12829,93334,7.3
2022,3,Valencia/València,America,Argentina,531,5416,10.2
2022,3,Zaragoza,America,Argentina,50,465,9.3
2022,4,A Coruna,America,Argentina,130,1235,9.5
2022,4,Alicante/Alacant,America,Argentina,372,3422,9.2
2022,4,Almeria,America,Argentina,51,459,9
2022,4,Asturias,America,Argentina,93,818,8.8
2022,4,Barcelona,America,Argentina,4527,31689,7
2022,4,Bizkaia,America,Argentina,115,1104,9.6
2022,4,Cantabria,America,Argentina,53,472,8.9
2022,4,Castellon/Castello,America,Argentina,47,334,7.1
2022,4,Cadiz,America,Argentina,82,664,8.1
2022,4,Cordoba,America,Argentina,49,426,8.7
2022,4,Gipuzkoa,America,Argentina,122,915,7.5
2022,4,Girona,America,Argentina,173,1246,7.2
2022,4,Granada,America,Argentina,179,1253,7
2022,4,Illes Balears,America,Argentina,785,6123,7.8
2022,4,Las Palmas,America,Argentina,141,1114,7.9
2022,4,Lleida,America,Argentina,45,279,6.2
2022,4,Lugo,America,Argentina,34,292,8.6
2022,4,Madrid,America,Argentina,8581,51486,6
2022,4,Murcia,America,Argentina,60,600,10
2022,4,Malaga,America,Argentina,861,8782,10.2
2022,4,Navarra,America,Argentina,42,315,7.5
2022,4,Pontevedra,America,Argentina,88,862,9.8
2022,4,Salamanca,America,Argentina,35,322,9.2
2022,4,Santa Cruz de Tenerife,America,Argentina,106,1039,9.8
2022,4,Sevilla,America,Argentina,263,2288,8.7
2022,4,Tarragona,America,Argentina,132,990,7.5
2022,4,Toledo,America,Argentina,84,588,7
2022,4,Total Nacional,America,Argentina,18222,127692,7
2022,4,Valencia/València,America,Argentina,583,5480,9.4
2022,4,Zaragoza,America,Argentina,69,649,9.4
2022,5,A Coruna,America,Argentina,215,1978,9.2
2022,5,Alicante/Alacant,America,Argentina,539,5875,10.9
2022,5,Almeria,America,Argentina,76,851,11.2
2022,5,Asturias,America,Argentina,112,1019,9.1
2022,5,Barcelona,America,Argentina,6338,45634,7.2
2022,5,Bizkaia,America,Argentina,158,1280,8.1
2022,5,Burgos,America,Argentina,38,277,7.3
2022,5,Cantabria,America,Argentina,53,525,9.9
2022,5,Castellon/Castello,America,Argentina,62,657,10.6
2022,5,Caceres,America,Argentina,30,246,8.2
2022,5,Cadiz,America,Argentina,156,1388,8.9
2022,5,Cordoba,America,Argentina,62,521,8.4
2022,5,Gipuzkoa,America,Argentina,187,1552,8.3
2022,5,Girona,America,Argentina,296,2338,7.9
2022,5,Granada,America,Argentina,223,2096,9.4
2022,5,Guadalajara,America,Argentina,46,419,9.1
2022,5,Huelva,America,Argentina,30,366,12.2
2022,5,Huesca,America,Argentina,32,170,5.3
2022,5,Illes Balears,America,Argentina,1561,13893,8.9
2022,5,La Rioja,America,Argentina,32,298,9.3
2022,5,Las Palmas,America,Argentina,212,1611,7.6
2022,5,Leon,America,Argentina,34,306,9
2022,5,Lleida,America,Argentina,63,473,7.5
2022,5,Lugo,America,Argentina,38,399,10.5
2022,5,Madrid,America,Argentina,12040,71036,5.9
2022,5,Murcia,America,Argentina,92,874,9.5
2022,5,Malaga,America,Argentina,1319,15037,11.4
2022,5,Navarra,America,Argentina,62,570,9.2
2022,5,Ourense,America,Argentina,31,301,9.7
2022,5,Pontevedra,America,Argentina,184,1785,9.7
2022,5,Salamanca,America,Argentina,46,336,7.3
2022,5,Santa Cruz de Tenerife,America,Argentina,108,950,8.8
2022,5,Sevilla,America,Argentina,376,3722,9.9
2022,5,Tarragona,America,Argentina,199,1632,8.2
2022,5,Toledo,America,Argentina,68,340,5
2022,5,Total Nacional,America,Argentina,26229,192094,7.3
2022,5,Valencia/València,America,Argentina,798,8539,10.7
2022,5,Valladolid,America,Argentina,32,390,12.2
2022,5,Zaragoza,America,Argentina,74,755,10.2
2022,6,A Coruna,America,Argentina,236,2195,9.3
